,file,target
85,ISIC_0053541,1
86,ISIC_0068420,1
87,ISIC_0024700,1
88,ISIC_0062204,1
89,ISIC_5533992,1
90,ISIC_0071586,1
91,ISIC_2974214,1
92,ISIC_0061092,1
93,ISIC_0055208,1
94,ISIC_0014349_downsampled,1
95,ISIC_0032624,1
96,ISIC_0028899,1
97,ISIC_0054082,1
98,ISIC_0061079,1
99,ISIC_0032985,1
100,ISIC_0033063,1
101,ISIC_0061165,1
102,ISIC_0053507,1
103,ISIC_0062158,1
104,ISIC_2750230,1
105,ISIC_0056063,1
106,ISIC_0070998,1
107,ISIC_0033654,1
108,ISIC_0029397,1
109,ISIC_0062196,1
110,ISIC_0031410,1
111,ISIC_0072093,1
112,ISIC_0024932,1
113,ISIC_0071992,1
114,ISIC_0032604,1
115,ISIC_0067949,1
116,ISIC_0779920,1
117,ISIC_0013842_downsampled,1
118,ISIC_0031670,1
119,ISIC_0010189,1
120,ISIC_0069264,1
121,ISIC_5434661,1
122,ISIC_0056721,1
123,ISIC_0030106,1
124,ISIC_0060377,1
125,ISIC_0034208,1
126,ISIC_8414609,1
127,ISIC_3475660,1
128,ISIC_0015284_downsampled,1
129,ISIC_0058724,1
130,ISIC_0061944,1
131,ISIC_0065305,1
132,ISIC_5388184,1
133,ISIC_0065029,1
134,ISIC_0032892,1
135,ISIC_0014688_downsampled,1
136,ISIC_0012512_downsampled,1
137,ISIC_0070313,1
138,ISIC_0062242,1
139,ISIC_3696488,1
140,ISIC_0015109_downsampled,1
141,ISIC_0064498,1
142,ISIC_0000466,1
143,ISIC_9596721,1
144,ISIC_0059764,1
145,ISIC_0072194,1
146,ISIC_0000469,1
147,ISIC_3144222,1
148,ISIC_0056981,1
149,ISIC_0065969,1
150,ISIC_0054573,1
151,ISIC_0067927,1
152,ISIC_4967586,1
153,ISIC_0065766,1
154,ISIC_0027100,1
155,ISIC_7466678,1
156,ISIC_5147292,1
157,ISIC_0014361_downsampled,1
158,ISIC_9022005,1
159,ISIC_0062447,1
160,ISIC_3301933,1
161,ISIC_0063067,1
162,ISIC_0001105_downsampled,1
163,ISIC_0070623,1
164,ISIC_4851366,1
165,ISIC_0031999,1
166,ISIC_0066423,1
167,ISIC_0053470,1
168,ISIC_0064342,1
169,ISIC_2153686,1
170,ISIC_0024702,1
171,ISIC_0073054,1
172,ISIC_3909039,1
173,ISIC_0025121,1
174,ISIC_0000165,1
175,ISIC_0025987,1
176,ISIC_0061941,1
177,ISIC_0055289,1
178,ISIC_0011112,1
179,ISIC_0061581,1
180,ISIC_7960321,1
181,ISIC_0068808,1
182,ISIC_9317483,1
183,ISIC_0033878,1
184,ISIC_0055960,1
185,ISIC_3408231,1
186,ISIC_0068692,1
187,ISIC_0056436,1
188,ISIC_7075474,1
189,ISIC_0059897,1
190,ISIC_0034222,1
191,ISIC_0071642,1
192,ISIC_0066430,1
193,ISIC_0063447,1
194,ISIC_0069257,1
195,ISIC_0000292,1
196,ISIC_0001118_downsampled,1
197,ISIC_0070006,1
198,ISIC_0068897,1
199,ISIC_0058218,1
200,ISIC_0055803,1
201,ISIC_0068555,1
202,ISIC_0053971,1
203,ISIC_5576354,1
204,ISIC_0026120,1
205,ISIC_0069365,1
206,ISIC_2182856,1
207,ISIC_0014027_downsampled,1
208,ISIC_0058807,1
209,ISIC_0064152,1
210,ISIC_0055680,1
211,ISIC_0061705,1
212,ISIC_0073249,1
213,ISIC_0054288,1
214,ISIC_0060946,1
215,ISIC_0064072,1
216,ISIC_0062325,1
217,ISIC_0069851,1
218,ISIC_0033299,1
219,ISIC_0067567,1
220,ISIC_0072585,1
221,ISIC_5758388,1
222,ISIC_0000140_downsampled,1
223,ISIC_0071913,1
224,ISIC_0059597,1
225,ISIC_0056409,1
226,ISIC_0067845,1
227,ISIC_0027604,1
228,ISIC_0058425,1
229,ISIC_0028969,1
230,ISIC_0061713,1
231,ISIC_0065720,1
232,ISIC_0032533,1
233,ISIC_0031598,1
234,ISIC_0011099,1
235,ISIC_0054220,1
236,ISIC_0030901,1
237,ISIC_0071740,1
238,ISIC_0013414_downsampled,1
239,ISIC_0065468,1
240,ISIC_0031543,1
241,ISIC_0034253,1
242,ISIC_1473522,1
243,ISIC_0056926,1
244,ISIC_0064941,1
245,ISIC_0072271,1
246,ISIC_0070163,1
247,ISIC_1834920,1
248,ISIC_0070137,1
249,ISIC_0065156,1
250,ISIC_0068294,1
251,ISIC_0058630,1
252,ISIC_0061010,1
253,ISIC_8397285,1
254,ISIC_0060506,1
255,ISIC_0068233,1
256,ISIC_0073218,1
257,ISIC_0024652,1
258,ISIC_0033804,1
259,ISIC_0025800,1
260,ISIC_0062680,1
261,ISIC_0029726,1
262,ISIC_0053615,1
263,ISIC_0032476,1
264,ISIC_0000155_downsampled,1
265,ISIC_0067167,1
266,ISIC_0071101,1
267,ISIC_0031368,1
268,ISIC_0062575,1
269,ISIC_0030047,1
270,ISIC_0033975,1
271,ISIC_0062301,1
272,ISIC_0013374_downsampled,1
273,ISIC_0059892,1
274,ISIC_0014489_downsampled,1
275,ISIC_0056141,1
276,ISIC_6398283,1
277,ISIC_0024644,1
278,ISIC_0061997,1
279,ISIC_0057815,1
280,ISIC_0026993,1
281,ISIC_0059343,1
282,ISIC_0062994,1
283,ISIC_0071303,1
284,ISIC_0067565,1
285,ISIC_0063981,1
286,ISIC_0070465,1
287,ISIC_0058346,1
288,ISIC_5891384,1
289,ISIC_0063131,1
290,ISIC_0057609,1
291,ISIC_0055440,1
292,ISIC_0025674,1
293,ISIC_0064134,1
294,ISIC_0031709,1
295,ISIC_0015136_downsampled,1
296,ISIC_0033206,1
297,ISIC_0063271,1
298,ISIC_0059361,1
299,ISIC_0070149,1
300,ISIC_0061359,1
301,ISIC_0056988,1
302,ISIC_7693611,1
303,ISIC_0054080,1
304,ISIC_0059987,1
305,ISIC_7800750,1
306,ISIC_0058713,1
307,ISIC_0069058,1
308,ISIC_0059202,1
309,ISIC_0337631,1
310,ISIC_0073044,1
311,ISIC_0013917_downsampled,1
312,ISIC_4378189,1
313,ISIC_0068886,1
314,ISIC_6496251,1
315,ISIC_0070778,1
316,ISIC_0068011,1
317,ISIC_0068488,1
318,ISIC_0057518,1
319,ISIC_0027149,1
320,ISIC_0068931,1
321,ISIC_0032716,1
322,ISIC_0062914,1
323,ISIC_0027776,1
324,ISIC_0072383,1
325,ISIC_0058368,1
326,ISIC_8325226,1
327,ISIC_0013242_downsampled,1
328,ISIC_0032672,1
329,ISIC_0053827,1
330,ISIC_0033317,1
331,ISIC_0059919,1
332,ISIC_0031550,1
333,ISIC_0070108,1
334,ISIC_8527092,1
335,ISIC_0057083,1
336,ISIC_0624498,1
337,ISIC_0033570,1
338,ISIC_0025248,1
339,ISIC_0015127_downsampled,1
340,ISIC_0068012,1
341,ISIC_0069112,1
342,ISIC_0028029,1
343,ISIC_0070920,1
344,ISIC_0059294,1
345,ISIC_7489564,1
346,ISIC_0033947,1
347,ISIC_0066109,1
348,ISIC_0058256,1
349,ISIC_0059733,1
350,ISIC_0032782,1
351,ISIC_0060698,1
352,ISIC_0034205,1
353,ISIC_0031494,1
354,ISIC_0061884,1
355,ISIC_0015045_downsampled,1
356,ISIC_0029092,1
357,ISIC_0033047,1
358,ISIC_0034239,1
359,ISIC_0065379,1
360,ISIC_2797353,1
361,ISIC_0059353,1
362,ISIC_0032845,1
363,ISIC_0000152_downsampled,1
364,ISIC_0000282,1
365,ISIC_0029089,1
366,ISIC_0063143,1
367,ISIC_0014772_downsampled,1
368,ISIC_0061502,1
369,ISIC_0069381,1
370,ISIC_0067695,1
371,ISIC_0058319,1
372,ISIC_5868291,1
373,ISIC_0029242,1
374,ISIC_0064157,1
375,ISIC_0053700,1
376,ISIC_0000160,1
377,ISIC_0031189,1
378,ISIC_0061257,1
379,ISIC_0062364,1
380,ISIC_0063528,1
381,ISIC_0072909,1
382,ISIC_0065947,1
383,ISIC_0057338,1
384,ISIC_0010225,1
385,ISIC_8724944,1
386,ISIC_0066085,1
387,ISIC_0833889,1
388,ISIC_0059069,1
389,ISIC_0024571,1
390,ISIC_0010067,1
391,ISIC_0028505,1
392,ISIC_0071906,1
393,ISIC_0072820,1
394,ISIC_0064270,1
395,ISIC_0010597,1
396,ISIC_0068116,1
397,ISIC_0055832,1
398,ISIC_3979826,1
399,ISIC_0013079_downsampled,1
400,ISIC_0059387,1
401,ISIC_0033154,1
402,ISIC_0069098,1
403,ISIC_7130929,1
404,ISIC_3002956,1
405,ISIC_9124447,1
406,ISIC_0064934,1
407,ISIC_0054482,1
408,ISIC_0058135,1
409,ISIC_0000150_downsampled,1
410,ISIC_0058518,1
411,ISIC_0056319,1
412,ISIC_0066421,1
413,ISIC_0024640,1
414,ISIC_0067205,1
415,ISIC_0067747,1
416,ISIC_0031186,1
417,ISIC_0054748,1
418,ISIC_0064575,1
419,ISIC_0068239,1
420,ISIC_9593940,1
421,ISIC_0063445,1
422,ISIC_0070991,1
423,ISIC_0032955,1
424,ISIC_0070235,1
425,ISIC_0028285,1
426,ISIC_0032662,1
427,ISIC_0072691,1
428,ISIC_0062765,1
429,ISIC_0030277,1
430,ISIC_0059079,1
431,ISIC_0066844,1
432,ISIC_0065539,1
433,ISIC_0024732,1
434,ISIC_0033995,1
435,ISIC_5747942,1
436,ISIC_0014542_downsampled,1
437,ISIC_0070316,1
438,ISIC_0063727,1
439,ISIC_0060999,1
440,ISIC_0029885,1
441,ISIC_0029839,1
442,ISIC_0024958,1
443,ISIC_0000157,1
444,ISIC_0071060,1
445,ISIC_0058569,1
446,ISIC_0024918,1
447,ISIC_5829938,1
448,ISIC_0000289,1
449,ISIC_0013588_downsampled,1
450,ISIC_0054670,1
451,ISIC_0015185_downsampled,1
452,ISIC_0060219,1
453,ISIC_0072204,1
454,ISIC_0059178,1
455,ISIC_0028481,1
456,ISIC_0033643,1
457,ISIC_0033487,1
458,ISIC_0067836,1
459,ISIC_0061643,1
460,ISIC_0061253,1
461,ISIC_0065728,1
462,ISIC_0054520,1
463,ISIC_0014347_downsampled,1
464,ISIC_0068979,1
465,ISIC_0055091,1
466,ISIC_0057408,1
467,ISIC_0064423,1
468,ISIC_0056406,1
469,ISIC_0011176,1
470,ISIC_0058366,1
471,ISIC_0014127_downsampled,1
472,ISIC_0060399,1
473,ISIC_0057196,1
474,ISIC_0032308,1
475,ISIC_0060718,1
476,ISIC_0067417,1
477,ISIC_0056729,1
478,ISIC_0055181,1
479,ISIC_0067495,1
480,ISIC_0056448,1
481,ISIC_0053824,1
482,ISIC_3028754,1
483,ISIC_0069727,1
484,ISIC_0067097,1
485,ISIC_0033424,1
486,ISIC_0069254,1
487,ISIC_3817719,1
488,ISIC_0069087,1
489,ISIC_0065420,1
490,ISIC_0027863,1
491,ISIC_0000520_downsampled,1
492,ISIC_0067536,1
493,ISIC_0056967,1
494,ISIC_0054043,1
495,ISIC_0015079_downsampled,1
496,ISIC_0066533,1
497,ISIC_0061334,1
498,ISIC_0030211,1
499,ISIC_0000148_downsampled,1
500,ISIC_0058544,1
501,ISIC_0061184,1
502,ISIC_0070431,1
503,ISIC_9870885,1
504,ISIC_0033938,1
505,ISIC_0069063,1
506,ISIC_0024823,1
507,ISIC_0013549_downsampled,1
508,ISIC_0068048,1
509,ISIC_0059481,1
510,ISIC_0056991,1
511,ISIC_0011348,1
512,ISIC_0061446,1
513,ISIC_0033261,1
514,ISIC_3590167,1
515,ISIC_5216586,1
516,ISIC_0015163_downsampled,1
517,ISIC_0053828,1
518,ISIC_0031389,1
519,ISIC_0025748,1
520,ISIC_0014171_downsampled,1
521,ISIC_0054284,1
522,ISIC_0067733,1
523,ISIC_0030031,1
524,ISIC_6352565,1
525,ISIC_0062944,1
526,ISIC_0029642,1
527,ISIC_0062260,1
528,ISIC_0028352,1
529,ISIC_0056271,1
530,ISIC_0065518,1
531,ISIC_0059855,1
532,ISIC_0025316,1
533,ISIC_4523382,1
534,ISIC_0064821,1
535,ISIC_0063373,1
536,ISIC_0071434,1
537,ISIC_0033985,1
538,ISIC_0056119,1
539,ISIC_1132496,1
540,ISIC_0070501,1
541,ISIC_0068682,1
542,ISIC_0053854,1
543,ISIC_0055213,1
544,ISIC_0060834,1
545,ISIC_0054777,1
546,ISIC_0028225,1
547,ISIC_0028519,1
548,ISIC_0014422_downsampled,1
549,ISIC_0014985_downsampled,1
550,ISIC_0028127,1
551,ISIC_9174306,1
552,ISIC_0014513_downsampled,1
553,ISIC_0060319,1
554,ISIC_0030843,1
555,ISIC_0744013,1
556,ISIC_0009918,1
557,ISIC_0055623,1
558,ISIC_0064800,1
559,ISIC_0071726,1
560,ISIC_0027620,1
561,ISIC_0053774,1
562,ISIC_0055796,1
563,ISIC_7536704,1
564,ISIC_0065280,1
565,ISIC_0013671_downsampled,1
566,ISIC_0067549,1
567,ISIC_0029538,1
568,ISIC_0067139,1
569,ISIC_0069635,1
570,ISIC_0061756,1
571,ISIC_0029558,1
572,ISIC_0072025,1
573,ISIC_0060153,1
574,ISIC_0025450,1
575,ISIC_0013618_downsampled,1
576,ISIC_0067466,1
577,ISIC_0060589,1
578,ISIC_0056152,1
579,ISIC_8545949,1
580,ISIC_0061078,1
581,ISIC_3207651,1
582,ISIC_0073194,1
583,ISIC_0028460,1
584,ISIC_0068200,1
585,ISIC_5714411,1
586,ISIC_0032870,1
587,ISIC_0063606,1
588,ISIC_0032774,1
589,ISIC_0055008,1
590,ISIC_0058770,1
591,ISIC_0033178,1
592,ISIC_0057980,1
593,ISIC_0029056,1
594,ISIC_0069068,1
595,ISIC_0024459,1
596,ISIC_0060238,1
597,ISIC_0072924,1
598,ISIC_1009042,1
599,ISIC_0032751,1
600,ISIC_0033325,1
601,ISIC_0033073,1
602,ISIC_0061825,1
603,ISIC_0027105,1
604,ISIC_0034242,1
605,ISIC_0059554,1
606,ISIC_7218890,1
607,ISIC_0065324,1
608,ISIC_0027359,1
609,ISIC_0032072,1
610,ISIC_0011139,1
611,ISIC_0026094,1
612,ISIC_0029163,1
613,ISIC_0055276,1
614,ISIC_0055405,1
615,ISIC_0030507,1
616,ISIC_0063960,1
617,ISIC_4508878,1
618,ISIC_0059525,1
619,ISIC_0032396,1
620,ISIC_0024525,1
621,ISIC_0054462,1
622,ISIC_0000288,1
623,ISIC_0058794,1
624,ISIC_0062844,1
625,ISIC_0032504,1
626,ISIC_0072582,1
627,ISIC_0057307,1
628,ISIC_0064905,1
629,ISIC_0026458,1
630,ISIC_0014931_downsampled,1
631,ISIC_0033630,1
632,ISIC_0055527,1
633,ISIC_0033479,1
634,ISIC_0026877,1
635,ISIC_0072785,1
636,ISIC_2176112,1
637,ISIC_0060511,1
638,ISIC_4619903,1
639,ISIC_0027238,1
640,ISIC_0033324,1
641,ISIC_0024898,1
642,ISIC_0054852,1
643,ISIC_1177153,1
644,ISIC_0026352,1
645,ISIC_0000547,1
646,ISIC_0067452,1
647,ISIC_0054053,1
648,ISIC_0067008,1
649,ISIC_0055309,1
650,ISIC_0032653,1
651,ISIC_5667461,1
652,ISIC_0073168,1
653,ISIC_0029547,1
654,ISIC_0000484,1
655,ISIC_0067274,1
656,ISIC_0061029,1
657,ISIC_8167374,1
658,ISIC_0070561,1
659,ISIC_0065513,1
660,ISIC_5086349,1
661,ISIC_0033387,1
662,ISIC_0034170,1
663,ISIC_0055253,1
664,ISIC_0055709,1
665,ISIC_0054536,1
666,ISIC_0062980,1
667,ISIC_0029630,1
668,ISIC_0033393,1
669,ISIC_0034005,1
670,ISIC_0010016,1
671,ISIC_0033081,1
672,ISIC_6024335,1
673,ISIC_0055048,1
674,ISIC_0057828,1
675,ISIC_0056860,1
676,ISIC_0071710,1
677,ISIC_0014790_downsampled,1
678,ISIC_0054377,1
679,ISIC_0071000,1
680,ISIC_0062991,1
681,ISIC_0033638,1
682,ISIC_0066633,1
683,ISIC_1620401,1
684,ISIC_0062026,1
685,ISIC_0028326,1
686,ISIC_8450656,1
687,ISIC_0068394,1
688,ISIC_0061067,1
689,ISIC_0057702,1
690,ISIC_0058858,1
691,ISIC_0060994,1
692,ISIC_0065727,1
693,ISIC_0034188,1
694,ISIC_0029819,1
695,ISIC_0053469,1
696,ISIC_0057457,1
697,ISIC_0033819,1
698,ISIC_0014337_downsampled,1
699,ISIC_0054329,1
700,ISIC_0072405,1
701,ISIC_0033668,1
702,ISIC_0059983,1
703,ISIC_0064936,1
704,ISIC_0000313,1
705,ISIC_0071869,1
706,ISIC_0065775,1
707,ISIC_0056625,1
708,ISIC_0069865,1
709,ISIC_0053814,1
710,ISIC_0014324_downsampled,1
711,ISIC_9547725,1
712,ISIC_0063792,1
713,ISIC_0025097,1
714,ISIC_0068628,1
715,ISIC_0060696,1
716,ISIC_0034218,1
717,ISIC_0028543,1
718,ISIC_0067339,1
719,ISIC_0030754,1
720,ISIC_4362713,1
721,ISIC_0024647,1
722,ISIC_0056292,1
723,ISIC_0058496,1
724,ISIC_4676270,1
725,ISIC_0054932,1
726,ISIC_0015132_downsampled,1
727,ISIC_1255336,1
728,ISIC_0033752,1
729,ISIC_0067243,1
730,ISIC_0053531,1
731,ISIC_0072939,1
732,ISIC_0059551,1
733,ISIC_0066947,1
734,ISIC_0068315,1
735,ISIC_0058125,1
736,ISIC_0072917,1
737,ISIC_0068840,1
738,ISIC_0032095,1
739,ISIC_0054070,1
740,ISIC_0025439,1
741,ISIC_2033237,1
742,ISIC_0068178,1
743,ISIC_4916704,1
744,ISIC_8564474,1
745,ISIC_0071239,1
746,ISIC_0072733,1
747,ISIC_0063289,1
748,ISIC_0013321_downsampled,1
749,ISIC_0055359,1
750,ISIC_0013644_downsampled,1
751,ISIC_0054995,1
752,ISIC_0069592,1
753,ISIC_0065806,1
754,ISIC_0030032,1
755,ISIC_0058513,1
756,ISIC_0028709,1
757,ISIC_0012369_downsampled,1
758,ISIC_6404049,1
759,ISIC_2525084,1
760,ISIC_5272223,1
761,ISIC_0029146,1
762,ISIC_0014233_downsampled,1
763,ISIC_6714082,1
764,ISIC_0013865_downsampled,1
765,ISIC_0063704,1
766,ISIC_0068851,1
767,ISIC_0010265,1
768,ISIC_0032517,1
769,ISIC_0034052,1
770,ISIC_0072337,1
771,ISIC_0034022,1
772,ISIC_0053761,1
773,ISIC_0013594_downsampled,1
774,ISIC_0066204,1
775,ISIC_0063300,1
776,ISIC_0027306,1
777,ISIC_0070419,1
778,ISIC_0064992,1
779,ISIC_0068717,1
780,ISIC_0072535,1
781,ISIC_0028565,1
782,ISIC_0024911,1
783,ISIC_0059423,1
784,ISIC_0058647,1
785,ISIC_0065658,1
786,ISIC_0062481,1
787,ISIC_0055513,1
788,ISIC_2105563,1
789,ISIC_0059089,1
790,ISIC_0054506,1
791,ISIC_0054239,1
792,ISIC_1200192,1
793,ISIC_1566428,1
794,ISIC_0011130,1
795,ISIC_6541615,1
796,ISIC_0072534,1
797,ISIC_0010860,1
798,ISIC_0033863,1
799,ISIC_0064320,1
800,ISIC_0057759,1
801,ISIC_0033717,1
802,ISIC_0071632,1
803,ISIC_0063164,1
804,ISIC_0071767,1
805,ISIC_0032509,1
806,ISIC_2306349,1
807,ISIC_0059448,1
808,ISIC_0054954,1
809,ISIC_0063998,1
810,ISIC_0013652_downsampled,1
811,ISIC_2320481,1
812,ISIC_0070129,1
813,ISIC_0029512,1
814,ISIC_0025663,1
815,ISIC_0062515,1
816,ISIC_0068209,1
817,ISIC_0062114,1
818,ISIC_0024805,1
819,ISIC_0057406,1
820,ISIC_0055079,1
821,ISIC_0062713,1
822,ISIC_0054728,1
823,ISIC_0034076,1
824,ISIC_7658729,1
825,ISIC_0063897,1
826,ISIC_0071040,1
827,ISIC_0013775_downsampled,1
828,ISIC_0054705,1
829,ISIC_0034262,1
830,ISIC_0071681,1
831,ISIC_0027420,1
832,ISIC_0062708,1
833,ISIC_0061086,1
834,ISIC_0028537,1
835,ISIC_0025313,1
836,ISIC_0063715,1
837,ISIC_0054870,1
838,ISIC_0067510,1
839,ISIC_0034284,1
840,ISIC_0061475,1
841,ISIC_5747486,1
842,ISIC_0060147,1
843,ISIC_0034065,1
844,ISIC_0064633,1
845,ISIC_0058380,1
846,ISIC_0061566,1
847,ISIC_0059768,1
848,ISIC_0028463,1
849,ISIC_0028489,1
850,ISIC_0014255_downsampled,1
851,ISIC_0058315,1
852,ISIC_0057390,1
853,ISIC_0063223,1
854,ISIC_0028114,1
855,ISIC_0025277,1
856,ISIC_0058743,1
857,ISIC_0066350,1
858,ISIC_0063852,1
859,ISIC_0053659,1
860,ISIC_0025188,1
861,ISIC_0066127,1
862,ISIC_0064694,1
863,ISIC_7293518,1
864,ISIC_0065181,1
865,ISIC_0272509,1
866,ISIC_0013831_downsampled,1
867,ISIC_0030818,1
868,ISIC_7612992,1
869,ISIC_0026430,1
870,ISIC_0000463_downsampled,1
871,ISIC_0062298,1
872,ISIC_0070387,1
873,ISIC_0033061,1
874,ISIC_0068629,1
875,ISIC_0054233,1
876,ISIC_0070566,1
877,ISIC_0069402,1
878,ISIC_0058383,1
879,ISIC_0055393,1
880,ISIC_0014922_downsampled,1
881,ISIC_0067601,1
882,ISIC_0067719,1
883,ISIC_0060736,1
884,ISIC_0056849,1
885,ISIC_3372750,1
886,ISIC_0028211,1
887,ISIC_0072747,1
888,ISIC_0062954,1
889,ISIC_0063757,1
890,ISIC_0025128,1
891,ISIC_0055376,1
892,ISIC_0030360,1
893,ISIC_0057261,1
894,ISIC_0059611,1
895,ISIC_0069753,1
896,ISIC_0070809,1
897,ISIC_0061647,1
898,ISIC_0033217,1
899,ISIC_0015219_downsampled,1
900,ISIC_0028075,1
901,ISIC_4960802,1
902,ISIC_0069859,1
903,ISIC_0053933,1
904,ISIC_0054694,1
905,ISIC_0057849,1
906,ISIC_0026247,1
907,ISIC_0055905,1
908,ISIC_3936223,1
909,ISIC_0070614,1
910,ISIC_1110583,1
911,ISIC_9821002,1
912,ISIC_0025414,1
913,ISIC_0063225,1
914,ISIC_0034211,1
915,ISIC_0054302,1
916,ISIC_0026697,1
917,ISIC_0069514,1
918,ISIC_0055492,1
919,ISIC_7265673,1
920,ISIC_4730066,1
921,ISIC_0015050_downsampled,1
922,ISIC_4517738,1
923,ISIC_5247560,1
924,ISIC_0066589,1
925,ISIC_0032965,1
926,ISIC_6786198,1
927,ISIC_0069248,1
928,ISIC_0072375,1
929,ISIC_0066319,1
930,ISIC_0055279,1
931,ISIC_0068310,1
932,ISIC_0063072,1
933,ISIC_0060762,1
934,ISIC_0068700,1
935,ISIC_0029216,1
936,ISIC_0067512,1
937,ISIC_0027300,1
938,ISIC_0001131_downsampled,1
939,ISIC_0054844,1
940,ISIC_0056019,1
941,ISIC_3673080,1
942,ISIC_0013651_downsampled,1
943,ISIC_0026105,1
944,ISIC_0070364,1
945,ISIC_0032537,1
946,ISIC_7763042,1
947,ISIC_0066483,1
948,ISIC_0056269,1
949,ISIC_0032408,1
950,ISIC_0013997_downsampled,1
951,ISIC_0032149,1
952,ISIC_0063753,1
953,ISIC_0067953,1
954,ISIC_0000297,1
955,ISIC_0055205,1
956,ISIC_0065463,1
957,ISIC_5869480,1
958,ISIC_0031745,1
959,ISIC_0068273,1
960,ISIC_0066519,1
961,ISIC_0071314,1
962,ISIC_7190243,1
963,ISIC_0031953,1
964,ISIC_0059605,1
965,ISIC_0053671,1
966,ISIC_0055007,1
967,ISIC_0056749,1
968,ISIC_0068166,1
969,ISIC_0071706,1
970,ISIC_0064406,1
971,ISIC_0033725,1
972,ISIC_0070344,1
973,ISIC_0059490,1
974,ISIC_0063302,1
975,ISIC_0070372,1
976,ISIC_0062029,1
977,ISIC_0067933,1
978,ISIC_0063428,1
979,ISIC_7410175,1
980,ISIC_0058910,1
981,ISIC_0062639,1
982,ISIC_0027043,1
983,ISIC_3025889,1
984,ISIC_0065858,1
985,ISIC_0024767,1
986,ISIC_0067511,1
987,ISIC_0028218,1
988,ISIC_0060656,1
989,ISIC_0033883,1
990,ISIC_2027582,1
991,ISIC_0061509,1
992,ISIC_0060968,1
993,ISIC_0033029,1
994,ISIC_0025744,1
995,ISIC_0060307,1
996,ISIC_0068966,1
997,ISIC_0054973,1
998,ISIC_0063766,1
999,ISIC_0067831,1
1000,ISIC_0061575,1
1001,ISIC_0071133,1
1002,ISIC_0061404,1
1003,ISIC_0030171,1
1004,ISIC_0069593,1
1005,ISIC_0149568,1
1006,ISIC_0029453,1
1007,ISIC_0068932,1
1008,ISIC_0067985,1
1009,ISIC_0026950,1
1010,ISIC_0062160,1
1011,ISIC_0034002,1
1012,ISIC_0058059,1
1013,ISIC_0033807,1
1014,ISIC_0053884,1
1015,ISIC_6966001,1
1016,ISIC_0062649,1
1017,ISIC_0014722_downsampled,1
1018,ISIC_0060659,1
1019,ISIC_0060654,1
1020,ISIC_0064980,1
1021,ISIC_0011349,1
1022,ISIC_0032287,1
1023,ISIC_0056186,1
1024,ISIC_0029081,1
1025,ISIC_0060403,1
1026,ISIC_0011344,1
1027,ISIC_0029318,1
1028,ISIC_0062970,1
1029,ISIC_0032204,1
1030,ISIC_0065236,1
1031,ISIC_0062992,1
1032,ISIC_0054528,1
1033,ISIC_0068255,1
1034,ISIC_0065142,1
1035,ISIC_0056041,1
1036,ISIC_0054710,1
1037,ISIC_0059628,1
1038,ISIC_0060703,1
1039,ISIC_9402324,1
1040,ISIC_0024624,1
1041,ISIC_0025145,1
1042,ISIC_0053791,1
1043,ISIC_0070846,1
1044,ISIC_0058926,1
1045,ISIC_0000552,1
